"","county","name","surv_year","collection_date","week","month","trap_nights","trap","trap_problem_bit","num_trap","sex","collection_type","latitude","longitude","collection_latitude","collection_longitude","closest_latitude","closest_longitude","Station_Distance","MaxTemp1DayPrior","MaxTemp2DayPrior","MaxTemp3DayPrior","MaxTemp1WeekPrior","MaxTemp2WeekPrior","MaxTemp3WeekPrior","MaxTemp1MonthPrior","MaxTemp2MonthPrior","MaxTemp3MonthPrior","MaxTemp1QuarterPrior","MaxTemp2QuarterPrior","MaxTemp3QuarterPrior","MinTemp1DayPrior","MinTemp2DayPrior","MinTemp3DayPrior","MinTemp1WeekPrior","MinTemp2WeekPrior","MinTemp3WeekPrior","MinTemp1MonthPrior","MinTemp2MonthPrior","MinTemp3MonthPrior","MinTemp1QuarterPrior","MinTemp2QuarterPrior","MinTemp3QuarterPrior","Precip1DayPrior_log","Precip2DayPrior_log","Precip3DayPrior_log","Precip1WeekPrior_log","Precip2WeekPrior_log","Precip3WeekPrior_log","Precip1MonthPrior_log","Precip2MonthPrior_log","Precip3MonthPrior_log","Precip1QuarterPrior_log","Precip2QuarterPrior","Precip3QuarterPrior","DiurnalTemp1DayPrior","DiurnalTemp2DayPrior","DiurnalTemp3DayPrior","DiurnalTemp1WeekPrior","DiurnalTemp2WeekPrior","DiurnalTemp3WeekPrior","DiurnalTemp1MonthPrior","DiurnalTemp2MonthPrior","DiurnalTemp3MonthPrior","DiurnalTemp1QuarterPrior","DiurnalTemp2QuarterPrior","DiurnalTemp3QuarterPrior","MeanTemp1DayPrior","MeanTemp2DayPrior","MeanTemp3DayPrior","MeanTemp1WeekPrior","MeanTemp2WeekPrior","MeanTemp3WeekPrior","MeanTemp1MonthPrior","MeanTemp2MonthPrior","MeanTemp3MonthPrior","MeanTemp1QuarterPrior","MeanTemp2QuarterPrior","MeanTemp3QuarterPrior","propforest100_log","propdeciduous100_log","propevergreen100_log","propmixedforest100_log","propwetlands100_log","proplowdeveloped100","propdeveloped100","propshrub100_log","propherby100_log","propforest1000_log","propwetlands1000_log","propdeciduous1000_log","propevergreen1000_log","propmixedforest1000_log","proplowdeveloped1000","propdeveloped1000","propshrub1000_log","propherby1000_log","AedesAegypti","AedesAlbopictus","AedesSierrensis","AedesVexans","AnophelesFreeborni","CulexQuinquefasciatus","CulexTarsalis","CulisetaIncidens","CulisetaInornata"
"248134","Fresno","Fresno MVCD",2018,"2018-06-27",26,6,1,"Gravid trap",FALSE,1,"Females - Mixed","abundance",36.78037,240.1965,36.78037,-119.8035,36.75,240.25,0.06154883,37.93974,35.58841,38.74197,37.56357,33.74323,31.7822,34.02183,27.58546,25.43986,29.01572,17.66804,21.29517,19.5454,17.90633,21.79139,19.25088,17.06547,14.90127,16.9858,13.18503,11.11685,13.76256,5.796655,7.348326,0,0,0,0,0,0,0,0.0335114462611244,2.88516991842496,2.88707131742949,162.8721,15.56345,18.39433,17.68208,16.95059,18.31269,16.67776,16.88093,17.03603,14.40042,14.32302,15.25316,11.87138,13.94685,28.74257,26.74737,30.26668,28.40723,25.40435,23.34174,25.50382,20.38525,18.27836,21.38914,11.73235,14.32175,0,0,0,0,0,0.0857142857142857,0.914285714285714,0,0,0,0,0,0,0,0.400859598853868,0.599140401146132,0,0,0,0,0,0,0,1,0,0,0
"263247","Riverside","Northwest Mosquito and Vector Control",2018,"2018-08-29",35,8,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",33.95778,242.5997,33.95778,-117.4003,33.75,242.75,0.2564422,30.40858,30.00654,30.5166,30.9085,33.13178,34.0175,33.80961,35.08373,29.70229,32.86521,22.65888,21.32806,14.59211,15.72406,15.98095,16.31817,18.85764,19.17238,18.51501,18.83035,13.23034,16.85856,8.335717,3.275747,0,0,0,0,0.137980704738989,0,0.137980704738989,0.267975798013516,0.109697636736124,0.451845704933798,50.55849,69.86462,15.81646,14.28248,14.53565,14.59033,14.27414,14.84512,15.29461,16.25338,16.47195,16.00664,14.32316,18.05231,22.50034,22.8653,23.24878,23.61334,25.99471,26.59494,26.16231,26.95704,21.46631,24.86189,15.4973,12.3019,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0.509028374892519,0.48609916881628,0,0.00486062429440559,0,0,0,0,0,1,1,0,0
"105102","Riverside","Northwest Mosquito and Vector Control",2014,"2014-07-22",29,7,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",33.69277,242.6478,33.69277,-117.3522,33.75,242.75,0.1171329,30.77596,29.3168,28.27125,29.27402,32.43074,34.12408,31.33746,29.54357,26.92292,29.26799,22.05228,21.54081,15.20756,16.71999,16.28289,16.49659,17.62113,18.02408,16.75957,13.43595,10.77043,13.65531,7.24055,4.716678,0,0,0,0.0220932664837959,0,0.105825697444,0.125722280724991,0,2.38282122811313,2.39510921351882,93.53543,37.70027,15.5684,12.59681,11.98836,12.77743,14.80961,16.09999,14.57789,16.10762,16.1525,15.61267,14.81173,16.82413,22.99176,23.01839,22.27707,22.88531,25.02594,26.07408,24.04852,21.48976,18.84667,21.46165,14.64642,13.12874,0,0,0,0,0.145182009844498,0.4375,0.21875,0.0606246218164348,0.0606246218164348,0,0.111708653987539,0,0,0,0.375215146299484,0.168961560527826,0.1479846718836,0.15758710932584,0,0,0,0,0,1,1,0,0
"264059","Tulare","Tulare MAD",2018,"2018-08-31",35,8,1,"Gravid trap",FALSE,1,"Females - Mixed","abundance",35.97109,240.7032,35.97109,-119.2968,35.75,240.75,0.225989,29.71489,31.81538,32.10336,33.39137,37.27329,38.02495,36.89614,38.79296,34.92084,36.86998,25.71262,17.09771,15.35035,16.25424,15.61345,16.42041,19.76631,20.61737,19.32087,22.47419,17.48718,19.76075,10.77374,3.658075,0,0,0,0,0.0648438401479781,0,0.0648438401479781,0.37329164862759,0.0642936755403341,0.461155726745064,65.32788,54.44796,14.36454,15.56113,16.48991,16.97096,17.50698,17.40758,17.57527,16.31877,17.43366,17.10923,14.93889,13.43964,22.53262,24.03481,23.8584,24.90589,28.5198,29.32116,28.10851,30.63358,26.20401,28.31536,18.24318,10.37789,0,0,0,0,0,0.352941176470588,0,0,0,0,0,0,0,0,0.248995983935743,0.210269650028686,0,0.00229226461403561,0,0,0,0,0,1,0,0,0
"109147","Orange","Orange County Mosquito and Vector Control District",2014,"2014-08-19",33,8,1,"Gravid trap",FALSE,1,"Females - Mixed","abundance",33.74135,242.1729,33.74135,-117.8271,33.75,242.25,0.07762103,30.53162,31.29256,33.3662,30.94531,28.68327,30.37708,30.257,27.89214,25.75145,27.96686,23.88926,21.50575,18.87026,19.44601,19.65864,18.83708,17.90862,20.157,19.00915,18.30691,15.60833,17.64147,11.9599,7.691253,0,0,0,0,0,1.17571035745256,1.26251667464434,0.0855014584695102,0.0285919855102685,1.2954315769741,93.93983,39.01056,11.66136,11.84654,13.70756,12.10823,10.77465,10.22009,11.24785,9.585226,10.14312,10.3254,11.92936,13.81449,24.70094,25.36929,26.51242,24.8912,23.29595,25.26704,24.63308,23.09953,20.67989,22.80416,17.92458,14.5985,0,0,0,0,0,0.810810810810811,0.189189189189189,0,0,0,0,0,0,0,0.121888412017167,0.876967095851216,0.000572082395465104,0.000572082395465104,0,0,0,0,0,1,1,1,0
"182553","Stanislaus","Turlock MAD",2016,"2016-10-04",40,10,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",37.31639,238.9728,37.31639,-121.0272,37.25,238.75,0.2324598,19.11607,21.43099,23.03797,25.7663,29.38529,29.65899,28.4034,29.76875,30.96067,29.71094,25.85824,18.33985,8.48217,9.113704,9.56848,11.47528,12.85076,12.08084,12.25932,14.35638,14.61461,13.74344,11.95729,6.890692,0,0,0,0,0,0,0,0,0,0,64.66226,254.9787,10.6339,12.31728,13.46949,14.29101,16.53453,17.57815,16.14408,15.41237,16.34606,15.9675,13.90095,11.44915,13.79912,15.27235,16.30323,18.62079,21.11803,20.86992,20.33136,22.06257,22.78764,21.72719,18.90777,12.61527,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0.290341071940384,0.517626827171109,0,0.00742436305799126,0,0,0,0,0,0,1,1,0
"128644","Kern","Kern MVCD",2015,"2015-06-16",24,6,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",35.19389,241.2025,35.19389,-118.7975,35.25,241.25,0.07351663,37.07727,37.61236,37.81367,34.02159,30.41454,31.34294,29.17733,24.35035,22.95165,25.49311,16.97708,22.40082,20.73142,22.09355,23.15061,20.66542,15.70925,16.1198,15.71479,11.36785,8.807178,11.96327,5.855081,10.92102,0,0.0380495275831308,0.457491870109235,0.953216891474817,0,0,2.32987014718001,2.96460376997566,1.79863213162082,3.51764649099724,60.48976,77.19278,16.34585,15.51881,14.66307,13.35617,14.70529,15.22315,13.46253,12.9825,14.14448,13.52984,11.122,11.4798,28.90434,29.85295,30.48214,27.34351,23.06189,23.73137,22.44606,17.8591,15.87942,18.72819,11.41608,16.66092,0,0,0,0,0,0.371428571428571,0,0,0,0,0,0,0,0,0.0623748211731044,0,0,0,0,0,0,0,0,1,1,0,0
"384835","Kern","Kern MVCD",2021,"2021-05-20",20,5,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",35.42544,241.1612,35.42544,-118.8388,35.25,241.25,0.1966175,27.28634,27.66946,27.77205,27.88427,29.70738,29.7622,26.82765,22.95113,16.15551,21.9781,15.0204,28.53065,14.46849,14.73846,13.97593,14.66598,15.89202,14.58906,13.3535,9.177739,4.278211,8.936484,3.446861,14.34879,0,0,0,0,0,0,2.23541356185931,0.734941502216923,3.26968832369209,3.57623833238092,56.87449,20.03795,12.81784,12.931,13.79611,13.21829,13.81536,15.17314,13.47415,13.77339,11.8773,13.04161,11.57354,14.18186,20.87741,21.20396,20.87399,21.27513,22.7997,22.17563,20.09057,16.06443,10.21686,15.45729,9.233632,21.43972,0,0,0,0,0.205852054204149,0.0571428571428571,0,0,0.294799540220645,0,0.0404208828625837,0,0,0,0.0211973646519622,0.00143225436837582,0.0022889852626519,0.398662686668037,0,0,0,0,0,1,1,0,0
"32241","Shasta","Shasta MVCD",2011,"2011-06-24",25,6,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",40.51236,237.6785,40.51236,-122.3215,40.75,237.75,0.2481528,32.6135,37.32124,37.90971,34.1286,30.237,22.88566,25.64573,22.23092,17.73363,21.87009,12.26984,17.15457,14.77044,16.73118,16.4679,15.25224,13.44866,9.345722,10.70642,6.779552,5.307705,7.597891,1.539719,6.014438,0,0,0,0,0,2.09543324013178,4.33796489262606,4.49618957011174,4.84398706645592,5.67401375038257,634.5927,578.6548,17.84306,20.59007,21.44181,18.87636,16.78834,13.53994,14.93931,15.45137,12.42592,14.2722,10.73012,11.14013,23.69197,27.02621,27.18881,24.69042,21.84283,16.11569,18.17607,14.50524,11.52067,14.73399,6.904781,11.5845,0,0,0,0,0.0281708769666964,0.0285714285714286,0.0285714285714286,0,0,0.00771101921589496,0.0240770729945395,0,0.00771101921589496,0,0.158256880733945,0.023795871559633,0.0128188623302751,0.391608073446738,0,0,0,0,0,0,0,1,0
"307514","Fresno","Consolidated MAD",2019,"2019-08-07",32,8,1,"BG Sentinel",FALSE,1,"Females - Mixed","abundance",36.80355,240.249,36.80355,-119.751,36.75,240.25,0.05355923,39.12863,37.12006,39.86015,37.72066,39.50637,36.52595,37.42152,34.63598,26.36518,32.80756,21.01099,15.56602,21.44595,21.36065,21.79606,20.02195,22.50096,20.10357,20.30079,18.22587,14.45883,17.66183,8.85111,6.182709,0,0,0,0,0,0,0,0,4.07974669662404,4.07974669662404,104.9872,170.7359,17.68268,15.75941,18.06409,17.69872,17.00542,16.42238,17.12073,16.41011,11.90636,15.14573,12.15988,9.38331,30.28729,29.24036,30.8281,28.8713,31.00367,28.31476,28.86116,26.43093,20.412,25.2347,14.93105,10.87436,0,0,0,0,0,0.514285714285714,0.485714285714286,0,0,0,0,0,0,0,0.263610315186246,0.734097421203438,0,0.000286491908563119,1,0,0,0,0,1,0,0,0
"263467","Alameda","Alameda County MAD",2018,"2018-08-29",35,8,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",37.722086,237.80442,37.722086,-122.19558,37.75,237.75,0.061161489,21.0147228240967,22.1399211883545,22.1744289398193,21.9632944379534,23.3195236751011,24.4291637965611,23.2178157170614,24.9518556594849,23.5275632222493,23.8990781995985,18.9218177053663,16.2388896094428,14.5800485610962,13.9280195236206,12.5969934463501,14.2470047814505,13.629803112575,13.4507548468454,13.3491760889689,14.2567093531291,12.7064345359802,13.4374399926927,9.79762064086066,6.03464847770002,0,0,0,0,0,0,0,0,0.0266815505935288,0.0266815505935288,190.875310573727,148.411788512021,6.43467426300049,8.21190166473389,9.57743549346924,7.71628965650286,9.68972056252616,10.9784089497158,9.86863962809245,10.6951463063558,10.8211286862691,10.4616382069058,9.12419706450568,10.2042411317428,17.7973856925964,18.0339703559875,17.3857111930847,18.105149609702,18.4746633938381,18.9399593217032,18.2834959030151,19.604282506307,18.1169988791148,18.6682590961456,14.3597191731135,11.1367690435714,0,0,0,0,0,0.571428571428571,0.428571428571429,0,0,0,0.00371482067434789,0,0,0,0.142284569138277,0.850271972516461,0,0,0,0,0,0,0,0,1,1,0
"70837","Kern","Kern MVCD",2013,"2013-04-23",17,4,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",35.24521,240.7644,35.24521,-119.2356,35.25,240.75,0.01517103,31.17108,30.75027,28.7109,25.86345,25.10926,22.69076,24.59436,20.77107,16.62264,20.66269,17.70575,32.52497,13.58464,14.22587,11.66949,9.027166,9.58524,10.20053,9.651461,6.650461,4.402021,6.901314,4.656154,17.7079,0,0,0,0,0.542991916750778,0,1.00173127575121,2.85357521517709,3.29582575483149,3.80826986391873,31.62355,3.898312,17.58644,16.5244,17.0414,16.83628,15.52402,12.49022,14.9429,14.12061,12.22062,13.76138,13.0496,14.81707,22.37786,22.48807,20.19019,17.44531,17.34725,16.44565,17.12291,13.71077,10.51233,13.782,11.18095,25.11644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134593356242841,0.00171821305841924,0,0.000286327847339146,0,0,0,0,0,0,1,0,0
"84902","Orange","Orange County Mosquito and Vector Control District",2013,"2013-08-29",35,8,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",33.655,242.1439,33.655,-117.8561,33.75,242.25,0.1424238,33.80871,32.45659,32.74805,31.93576,29.67407,26.99419,28.61378,28.28348,25.87226,27.58984,22.63444,18.33476,20.36589,20.18385,19.25197,18.20103,17.80344,15.97185,16.96342,18.13516,15.96993,17.02284,11.78518,6.321312,0,0,0,0,0,0,0.169629350433299,0.695124224919162,0.263091307799732,0.912189935088776,29.54655,116.1369,13.44283,12.27274,13.49608,13.73474,11.87064,11.02234,11.65036,10.14832,9.902328,10.56701,10.84926,12.01344,27.0873,26.32022,26.00001,25.06839,23.73876,21.48302,22.7886,23.20932,20.9211,22.30634,17.20981,12.32803,0,0,0,0,0.432133355190326,0,0,0.150282203049338,0.260283098263666,0,0.226334800888273,0,0,0,0.185787671232877,0.384703196347032,0.0248039773658082,0.108096495476702,0,0,1,0,0,0,1,0,0
"25","Lake","Lake County VCD",2000,"2000-06-05",23,6,1,"Resting box collection",FALSE,1,"Females - Unfed","abundance",39.02324,237.0791,39.02324,-122.9209,39.25,237.25,0.2839708,29.28728,31.08208,28.47322,27.53931,28.79045,25.7404,24.12696,19.87034,19.16088,21.05273,12.22082,22.8151,9.040313,7.661454,7.874841,7.669908,12.41253,8.735668,8.665275,5.749275,3.955425,6.123325,2.798259,7.409282,0,0,0,0,0,3.28568626324623,3.88609413899079,3.9040620005533,3.26249799124534,4.80760804636687,490.7363,157.9557,20.24696,23.42062,20.59837,19.8694,16.37792,17.00473,15.46168,14.12107,15.20545,14.9294,9.422558,15.40581,19.16379,19.37177,18.17403,17.60461,20.60149,17.23803,16.39612,12.80981,11.55815,13.58803,7.509538,15.11219,0.0845573880280632,0,0,0.0845573880280632,0,0.0294117647058824,0,0.616774201775371,0.0289875368732524,0.0042912381686166,0.0492269407651507,0,0,0.0042912381686166,0.211582568807339,0.152522935779817,0.221996104257733,0.240875318463669,0,0,1,0,0,0,0,0,0
"389564","LosAngeles","San Gabriel Valley MVCD",2021,"2021-06-15",24,6,1,"BG Sentinel",FALSE,1,"Females - Mixed","abundance",34.09777,241.9621,34.09777,-118.0379,34.25,241.75,0.2610848,32.50524,30.51719,29.84175,27.42092,25.64438,24.81714,24.69143,22.63363,21.08919,22.80475,17.65928,24.68786,16.48611,15.97725,14.78751,14.38026,15.33916,13.8182,13.60371,11.82721,8.929575,11.4535,5.900304,10.93582,0,0,0,0.257840972868091,0,0,0.927052614518186,0.449498325130014,0.391832336049939,1.27375956060295,120.5139,5.122277,16.01913,14.53994,15.05424,13.04066,10.30522,10.99895,11.08772,10.80642,12.15961,11.35125,11.75898,13.75205,24.49568,23.24722,22.31463,20.90059,20.49177,19.31767,19.14757,17.23042,15.00938,17.12912,11.77979,17.81184,0,0,0,0,0,0.6285714,0.3714286,0,0,0,0,0,0,0,0.2119129,0.7737686,0.00571103793332759,0.00371588254914064,1,1,0,0,0,1,0,1,0
"253659","Riverside","Coachella Valley MVCD",2018,"2018-07-20",29,7,1,"Carbon dioxide baited trap",FALSE,1,"Females - Unfed","abundance",33.53271,243.965,33.53271,-116.035,33.75,243.75,0.3056795,39.67167,37.96836,39.52948,39.71824,41.65347,37.07292,39.06896,33.5056,29.90534,34.15997,22.78284,23.72965,24.63116,25.05978,24.44834,24.75143,25.82027,19.35155,21.82256,16.78124,13.10689,17.2369,5.852163,5.754419,0,0.248047887830952,0,0.286697337759685,1.64562055377872,0,1.70769773775375,0,0.498873480622893,1.81858184478269,5.020715,21.47785,15.04051,12.90859,15.08114,14.96681,15.83319,17.72137,17.2464,16.72436,16.79844,16.92307,16.93067,17.97524,32.15142,31.51407,31.98891,32.23484,33.73687,28.21223,30.44576,25.14342,21.50612,25.69843,14.3175,14.74204,0,0,0,0,0,0.114285714285714,0.114285714285714,0,0,0,0.0296590020846485,0,0,0,0.0303899082568807,0.0180619266055046,0.274769359220351,0.00913248356327247,0,0,0,0,0,0,1,0,0
"169085","Lake","Lake County VCD",2016,"2016-07-19",29,7,1,"Resting box collection",FALSE,1,"Females - Gravid","abundance",38.99333,237.1247,38.99333,-122.8753,38.75,237.25,0.2736887,26.70371,27.36295,27.42879,30.46605,28.09858,30.19402,30.64409,26.0787,22.25647,26.32642,18.6621,15.48295,10.76676,10.99245,11.32496,10.95882,11.1796,10.83962,10.45957,9.61263,8.389029,9.487076,5.831875,3.517819,0,0,0,0,0,0,0,2.41349657349972,3.62772453546499,3.86702710393148,450.4584,571.4018,15.93694,16.3705,16.10383,19.50723,16.91898,19.3544,20.18453,16.46607,13.86744,16.83934,12.83022,11.96513,18.73523,19.1777,19.37687,20.71243,19.63909,20.51682,20.55183,17.84566,15.32275,17.90675,12.24699,9.500385,0,0,0,0,0,0.371428571428571,0.2,0,0.294799540220645,0,0.015063522006735,0,0,0,0.137743413516609,0.0180412371134021,0.0532529994855725,0.439436658606621,0,0,0,0,0,0,1,0,0
"218124","Yolo","Sacramento-Yolo MVCD",2017,"2017-08-29",35,8,1,"Gravid trap",FALSE,1,"Females - Mixed","abundance",38.68063,238.1319,38.68063,-121.8681,38.75,238.25,0.136989,42.23693,41.99495,40.67413,37.16807,30.9493,32.05076,33.92787,35.77623,32.5352,34.07977,22.74749,13.17446,17.87132,18.43971,14.79722,15.86812,14.84814,15.23625,15.87299,15.69864,15.0048,15.52548,9.24281,4.234485,0,0,0,0,0,0,0,0,2.57060334351574,2.57060334351574,139.2976,563.035,24.3656,23.55523,25.87691,21.29996,16.10117,16.81451,18.05489,20.07759,17.5304,18.55429,13.50468,8.939976,30.05413,30.21733,27.73567,26.5181,22.89872,23.64351,24.90043,25.73744,23.77,24.80262,15.99515,8.704473,0,0,0,0,0,0.8,0,0,0,0,0.00229029587660164,0,0,0,0.298079678991115,0.059902550874176,0,0.0187399010505672,0,0,0,0,1,0,1,0,0
"134626","Stanislaus","East Side MAD",2015,"2015-07-23",30,7,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",37.63514,239.1459,37.63514,-120.8541,37.75,239.25,0.1550231,34.11639,37.03464,37.88412,35.87048,32.17874,35.24564,35.46253,33.22321,26.26914,31.65163,22.11328,16.74928,17.76352,22.65956,21.51287,18.88812,15.92208,19.09591,18.20586,14.73929,10.7017,14.54895,7.032004,6.020385,0,0,0,0,0,0,0,0.131353648059242,2.95341854194702,2.96071371895241,84.63338,201.0951,16.35287,14.37507,16.37125,16.98236,16.25666,16.14973,17.25667,18.48392,15.56744,17.10268,15.08128,10.7289,25.93995,29.8471,29.6985,27.3793,24.05041,27.17078,26.83419,23.98125,18.48542,23.10029,14.57264,11.38483,0,0,0,0,0,0.166666666666667,0,0,0,0,0.017016859858369,0,0,0,0.0569221967963387,0.0374713958810069,0,0.0712024803710281,0,0,0,0,1,0,1,0,0
"271072","San Bernardino","San Bernardino County MVC",2018,"2018-10-04",40,10,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",34.84571,245.3992,34.84571,-114.6008,34.75,245.25,0.1772518,32.48713,32.85547,33.34887,36.41438,39.12304,40.52805,39.52454,41.83039,43.52111,41.62534,36.57895,22.75514,21.8225,23.93092,23.44974,23.86174,24.85454,25.55187,25.19063,29.17632,30.35473,28.24056,21.45558,9.178065,0.082625873042603,0.281798422680639,0.163822075034678,0.4635148727251,0,0,0.4635148727251,2.13713835222493,3.29838251198531,3.55915850679865,0.7004103,25.59368,10.66464,8.924553,9.899128,12.55263,14.2685,14.97618,14.33391,12.65407,13.16638,13.38479,15.12337,13.57707,27.15481,28.39319,28.3993,30.13806,31.98879,33.03996,32.35758,35.50335,36.93792,34.93295,29.01726,15.9666,0,0,0,0,0,0.666666666666667,0.25,0.0273989741881146,0,0,0.00770661727750957,0,0,0,0.456160458452722,0.280229226361032,0.0861514084688081,0.000859229610359144,0,0,0,1,0,0,1,0,0
"315692","Tulare","Delta VCD",2019,"2019-09-06",36,9,1,"Gravid trap",FALSE,1,"Females - Mixed","abundance",36.34905,240.5875,36.34905,-119.4125,36.25,240.75,0.190308,37.59472,37.69857,36.60514,36.85514,37.46054,35.97894,36.39566,36.92943,34.8042,36.0431,25.21957,15.17301,20.97204,19.61477,19.61876,19.33622,20.21139,17.59302,18.48203,18.24243,16.04747,17.59064,10.08552,4.644471,0,0,0,0,0,0,0,0.0977464823349777,0.128140060476016,0.214623680065689,80.99095,235.1402,16.62268,18.08379,16.98639,17.51892,17.24915,18.38592,17.91363,18.68701,18.75673,18.45246,15.13405,10.52854,29.28338,28.65667,28.11195,28.09568,28.83597,26.78598,27.43885,27.58593,25.42584,26.81687,17.65255,9.908739,0,0,0,0,0,0.472222222222222,0.444444444444444,0,0,0,0,0,0,0,0.365693012600229,0.368556701030928,0,0.0161912356870036,0,0,0,0,0,1,0,0,0
"332124","Riverside","Northwest Mosquito and Vector Control",2020,"2020-04-21",16,4,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",33.83939,242.4242,33.83939,-117.5758,33.75,242.25,0.1957724,19.59674,19.19275,18.17927,21.39513,16.2845,19.35927,18.81312,20.30448,20.58624,19.90128,20.9949,29.06071,13.76562,13.58142,13.99748,12.51294,11.11617,12.31734,11.22891,10.92443,7.683565,9.945636,8.861428,16.75397,0,0.364323687576852,0.0613275182562546,0.432920015867103,4.35983470526739,1.65881990144066,4.70703971523745,4.2427365497065,2.13371699126909,5.22986827575699,164.6874,0.6174156,5.83112,5.611322,4.181787,8.882183,5.168326,7.041933,7.584208,9.380044,12.90268,9.955642,12.13348,12.30673,16.68118,16.38708,16.08837,16.95403,13.70034,15.8383,15.02101,15.61446,14.1349,14.92346,14.92817,22.90734,0,0,0,0,0,0.485714285714286,0.514285714285714,0,0,0,0,0,0,0,0.234468937875751,0.740337818494131,0.00428510868524165,0.0119523335238412,0,0,0,0,0,0,1,1,0
"76205","Fresno","Consolidated MAD",2013,"2013-06-18",25,6,1,"Carbon dioxide baited trap",FALSE,1,"Females - Unfed","abundance",36.42386,240.2169,36.42386,-119.7831,36.25,240.25,0.1769858,34.54278,35.59094,36.07451,35.04178,35.28609,33.36347,32.71637,30.82946,24.14817,29.23133,16.23464,23.07286,15.14932,14.61592,14.99704,15.70706,21.17333,15.68951,15.38595,12.08655,8.88945,12.12065,1.87084,8.093114,0,0,0,0,0,0,0,1.88708813371002,2.10132423453107,2.62300851935228,52.7686,29.22521,19.39346,20.97502,21.07748,19.33472,14.11276,17.67395,17.33042,18.74291,15.25872,17.11068,14.3638,14.97974,24.84605,25.10343,25.53577,25.37442,28.22971,24.52649,24.05116,21.45801,16.51881,20.67599,9.05274,15.58299,0,0,0,0,0,0.411764705882353,0,0,0,0,0,0,0,0,0.0944045911047346,0.00315638450502152,0,0,0,0,0,0,0,1,1,0,0
"240720","Riverside","Coachella Valley MVCD",2018,"2018-05-30",22,5,1,"Carbon dioxide baited trap",FALSE,1,"Females - Unfed","abundance",33.55476,243.9077,33.55476,-116.0923,33.75,243.75,0.2509898,34.02533,33.22134,29.84136,29.65059,28.43226,29.09013,29.54015,28.38671,22.16451,26.69712,21.1752,30.0321,16.39853,14.37654,13.4513,14.71409,14.51607,13.70265,14.18647,10.56018,7.096854,10.6145,2.876733,12.63591,0,0,0,0,0,0,0.498873480622893,0,1.70056188775291,1.81219735222294,22.02154,13.95295,17.6268,18.84481,16.39007,14.9365,13.9162,15.38748,15.35368,17.82653,15.06766,16.08262,18.29847,17.39619,25.21193,23.79894,21.64633,22.18234,21.47417,21.39639,21.86331,19.47344,14.63068,18.65581,12.02597,21.334,0,0,0,0,0,0,0,0,0,0,0.000858246369373904,0,0,0,0.0449341728677733,0.0206067544361763,0.313811657324268,0.00257253250348497,0,0,0,1,0,1,1,0,0
"23565","SanJoaquin","San Joaquin County MVCD",2010,"2010-12-08",49,12,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",37.77651,238.4674,37.77651,-121.5326,37.75,238.25,0.2190104,17.14884,17.77239,18.42287,15.47614,11.40623,14.66928,15.89399,23.59977,28.04143,22.51173,29.20856,20.64767,4.044678,8.388811,8.253372,5.310757,-0.3078857,4.985002,4.37618,10.25695,12.33141,8.988182,12.79531,7.539303,0.808337079162977,2.21896584712592,1.05972834546813,2.52639642129556,2.60420261446396,3.4150263195986,4.17171200224849,3.18478404820434,0.910305254590809,4.49394238028728,0,108.3582,13.10416,9.383579,10.1695,10.16538,11.71412,9.684276,11.51781,13.34281,15.71002,13.52355,16.41325,13.10837,10.59676,13.0806,13.33812,10.39345,5.549173,9.82714,10.13508,16.92836,20.18642,15.74995,21.00193,14.09349,0,0,0,0,0,0.25,0.222222222222222,0,0,0,0,0,0,0,0.154881190953335,0.178356713426854,0,0.00457013077638305,0,0,0,0,0,0,1,0,0
