county,name,site_name,surv_year,collection_date,trap_nights,trap,trap_problem_bit,num_trap,sex,num_count,collection_type,site_code,site_latitude,site_longitude,collection_latitude,collection_longitude
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,4/30/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,5/12/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,5/19/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,7,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,5/25/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,5/4/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,9,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,6/15/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,6,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,6/22/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,6/29/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,3,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,6/8/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,7/20/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2010,7/7/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,5/10/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,5/20/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,6,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,5/3/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,14,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,6/8/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,7/26/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,8/12/11,1,Carbon dioxide baited trap,FALSE,3,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,8/16/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,8/18/11,1,Carbon dioxide baited trap,FALSE,3,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,8/30/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2011,8/9/11,1,Carbon dioxide baited trap,FALSE,3,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2012,4/24/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2012,5/8/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,7,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2012,7/12/12,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,3,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,5/14/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,14,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,5/21/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,5,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,5/29/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,7,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,5/7/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,8,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,6/11/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,3,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,6/4/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,7/16/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,7/23/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,7/9/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,6,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2013,8/13/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,4/22/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,4/29/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,14,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,5/13/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,18,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,5/20/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,5/28/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,11,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,5/6/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,10,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,6/10/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,8,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,6/17/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,6/26/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,6,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,6/3/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,14,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,7/10/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,3,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2014,7/17/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,10,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,5/14/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,8,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,5/21/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,19,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,5/29/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,6/11/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,6,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,6/18/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,5,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,6/25/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,6/4/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,7/16/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,7/2/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2015,7/23/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2016,5/12/16,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2016,5/19/16,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,5,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2016,5/26/16,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,10,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2016,5/6/16,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2016,6/16/16,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2016,6/3/16,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,4,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2016,6/9/16,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,7,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,5/11/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,12,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,5/18/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,39,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,5/25/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,6,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,5/4/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,15,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,6/15/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,14,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,6/2/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,11,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,6/22/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,7,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,6/29/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,6,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,6/8/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,26,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2017,7/20/17,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,5/11/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,27,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,5/18/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,7,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,5/25/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,7,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,5/3/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,18,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,6/1/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,3,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,6/29/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,6/8/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,3,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2018,7/6/18,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2019,4/17/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2019,5/10/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2019,7/12/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2019,7/19/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2019,7/2/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,5,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2019,7/26/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2019,8/2/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,3,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z39- Maggy Road - Wilton,2020,6/4/20,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,245002,38.384887,-121.21866,38.384887,-121.21866
Sacramento,Sacramento-Yolo MVCD,Z40- Bennett Rd,2014,5/22/14,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,25,abundance,255009,38.303665,-121.157096,38.303665,-121.157096
Sacramento,Sacramento-Yolo MVCD,Z40- Montfort Rd,2008,3/25/08,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255005,38.313579,-121.168792,38.311944,-121.167222
Sacramento,Sacramento-Yolo MVCD,Z40- Skunk Creek,2006,8/9/06,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255003,38.288468,-121.220415,38.296667,-121.226944
Sacramento,Sacramento-Yolo MVCD,Z40-Bennett Rd at Sharon Bee Lane,2019,8/16/19,1,Gravid trap,FALSE,1,Females - Mixed,1,abundance,255013,38.30374,-121.155402,38.30374,-121.155402
Sacramento,Sacramento-Yolo MVCD,Z40-Bennett Rd W of Linda Bee Ln,2019,7/31/19,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255017,38.303826,-121.163654,38.303826,-121.163654
Sacramento,Sacramento-Yolo MVCD,Z40-Boessow Rd East of Marengo Rd,2013,6/18/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,6,abundance,254002,38.251049,-121.27607,38.251049,-121.27607
Sacramento,Sacramento-Yolo MVCD,Z40-Boessow Rd East of Marengo Rd,2015,5/7/15,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,9,abundance,254002,38.251049,-121.27607,38.251049,-121.27607
Sacramento,Sacramento-Yolo MVCD,Z40-N of Borden Rd W of Purvis Rd,2019,7/24/19,1,Gravid trap,FALSE,1,Females - Mixed,1,abundance,255014,38.29599,-121.189516,38.29599,-121.189516
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,5/12/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,4,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,5/19/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,5/4/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,3,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,6/2/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,6/8/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,7/13/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,7/27/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2010,7/7/10,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,5/10/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,9,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,5/20/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,12,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,5/24/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,11,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,5/3/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,21,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,6/14/11,1,Gravid trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,6/21/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,6/28/11,1,Gravid trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,6/28/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,6/3/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,6/8/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,4,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,7/19/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,7/26/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2011,8/23/11,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,4/24/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,3,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,5/1/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,5,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,5/15/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,4,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,5/15/12,1,Gravid trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,5/22/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,5/30/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,5/8/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,8,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,5/8/12,1,Gravid trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,6/19/12,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,7/24/12,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2012,9/11/12,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2013,5/14/13,1,Carbon dioxide baited trap,FALSE,2,Females - Mixed,2,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
Sacramento,Sacramento-Yolo MVCD,Z40-Purvis Road,2013,5/14/13,1,Gravid trap,FALSE,1,Females - Mixed,1,abundance,255007,38.296252,-121.17685,38.296252,-121.17685
